name,affiliation,country,orcid,dblp_pid,matched_by,core_papers,extended_papers,venues,last_year,homepage
Jan van Gemert,TU Delft,nl,0000-0002-3913-2786,25/3153,orcid,23,0,AAAI;CVPR;ECCV;ICCV;ICLR;ICML;ICRA;NeurIPS,2025,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/computer-vision-lab/people/jan-van-gemert
Jana M. Weber,TU Delft,nl,,321/9917,name,0,0,,,https://www.tudelft.nl/en/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/the-delft-bioinformatics-lab/people/jana-m-weber
Janus A. Pouwelse,TU Delft,nl,,p/JohanAPouwelse,name,0,1,AAMAS,2021,http://www.ds.ewi.tudelft.nl/pouwelse
Jasmijn A. Baaijens,TU Delft,nl,0000-0001-5661-0658,185/7369,name,0,0,,,https://www.tudelft.nl/en/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/the-delft-bioinformatics-lab/people/jasmijn-baaijens
Jasmijn Baaijens,TU Delft,nl,,,,0,0,,,https://www.tudelft.nl/en/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/the-delft-bioinformatics-lab/people/jasmijn-baaijens
Jesper Cockx,TU Delft,nl,0000-0003-3862-4073,143/2636,orcid,0,0,,,https://jesper.sikanda.be
Jesse Krijthe,TU Delft,nl,0000-0003-3435-6358,126/0900,orcid,0,0,,,https://www.tudelft.nl/en/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/pattern-recognition-bioinformatics/people/jesse-krijthe
Jie Yang 0028,TU Delft,nl,0000-0002-0350-0313,12/1198-28,orcid,4,13,AAAI;CHI;EMNLP;ICLR;SIGIR;TPAMI;WWW,2026,https://www.wis.ewi.tudelft.nl/yang
Joana Gonçalves,TU Delft,nl,,06/7512,name,0,0,,,http://joanagoncalves.org
Johan A. Pouwelse,TU Delft,nl,0000-0002-9882-1506,p/JohanAPouwelse,orcid,0,1,AAMAS,2021,http://www.ds.ewi.tudelft.nl/pouwelse
Johan Pouwelse,TU Delft,nl,,p/JohanAPouwelse,name,0,1,AAMAS,2021,http://www.ds.ewi.tudelft.nl/pouwelse
Julia Olkhovskaya,TU Delft,nl,,220/5277,name,6,0,NeurIPS,2025,https://sites.google.com/view/julia-olkhovskaya/home
Julián Urbano,TU Delft,nl,0000-0003-2933-1949,76/8700,orcid,0,3,SIGIR,2026,http://julian-urbano.info
Kaitai Liang,TU Delft,nl,0000-0003-0262-7678,126/6037,name,1,4,CVPR;ICASSP,2023,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/cybersecurity/computational-privacy/people/kaitai-liang
Klaus Hildebrandt,TU Delft,nl,0000-0002-9196-3923,11/4114,name,2,2,CVPR;ICLR;MICCAI;SIGGRAPH,2023,https://graphics.tudelft.nl/klaus-hildebrandt
Koen Langendoen,TU Delft,nl,0000-0003-4996-3695,l/KoenLangendoen,orcid,0,0,,,http://www.st.ewi.tudelft.nl/~koen
Lodewyk F. A. Wessels,TU Delft,nl,,15/5717,name,0,1,RECOMB,2023,https://www.nki.nl/divisions/molecular-carcinogenesis/wessels-l-group
Luciano Cavalcante Siebert,TU Delft,nl,0000-0002-7531-3154,262/3634,name,0,6,AAMAS;CHI;ECAI;EMNLP,2025,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/interactive-intelligence/people/current-group-members/luciano-cavalcante-siebert
Luis Cruz 0002,TU Delft,nl,,96/2486-2,name,0,0,,,https://luiscruz.github.io
Luís Cruz 0002,TU Delft,nl,,96/2486-2,name,0,0,,,https://luiscruz.github.io
Lydia Y. Chen,TU Delft,nl,0000-0002-4228-6735,93/2896,orcid,4,3,ACL;ICLR;ICML;NeurIPS;WWW,2026,https://www.lydiaychen.com
Lydia Yiyu Chen,TU Delft,nl,0000-0002-4228-6735,93/2896,orcid,4,3,ACL;ICLR;ICML;NeurIPS;WWW,2026,https://www.lydiaychen.com
Léon J. M. Rothkrantz,TU Delft,nl,,60/5164,name,1,0,Interspeech,2021,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/interactive-intelligence/people/current-group-members/leon-rothkrantz
Maliheh Izadi,TU Delft,nl,0000-0001-5093-5523,232/1977,orcid,1,0,TMLR,2026,https://malihehizadi.github.io/PersonalWebsite
Marcel J. T. Reinders,TU Delft,nl,0000-0002-1148-1562,66/1184,orcid,0,2,KDD;RECOMB,2024,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/the-delft-bioinformatics-lab/people/marcel-reinders
Marco Antonio Zúñiga Zamalloa,TU Delft,nl,0000-0003-3544-9169,z/MarcoZuniga,orcid,0,0,,,http://www.st.ewi.tudelft.nl/~marco
Marco Loog,TU Delft,nl,,85/4677,name,9,1,AAAI;CVPR;ECCV;NeurIPS;RECOMB;TMLR;TPAMI,2025,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/computer-vision-lab/people/marco-loog
Marco Zuniga,TU Delft,nl,0000-0003-3544-9169,z/MarcoZuniga,orcid,0,0,,,http://www.st.ewi.tudelft.nl/~marco
Marco Zúñiga,TU Delft,nl,,z/MarcoZuniga,name,0,0,,,http://www.st.ewi.tudelft.nl/~marco
Marcus Specht,TU Delft,nl,0000-0002-6086-8480,s/MarcusSpecht,orcid,0,0,,,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/software-technology/web-information-systems/people/marcus-specht
Maria Soledad Pera,TU Delft,nl,0000-0002-2008-9204,22/4578,orcid,0,14,CHI;RecSys;SIGIR,2025,https://www.wis.ewi.tudelft.nl/pera
Mark A. Neerincx,TU Delft,nl,,97/1468,name,1,3,AAAI;AAMAS,2023,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/interactive-intelligence/people/current-group-members/mark-a-neerincx
Martin Skrodzki,TU Delft,nl,0000-0002-8126-0511,207/8282,name,0,0,,,https://graphics.tudelft.nl/martin-skrodzki
Masoud Mansoury,TU Delft,nl,0000-0002-9938-0212,183/7693,name,1,11,ECAI;RecSys;SIGIR;TMLR;WWW,2026,https://masoudmansoury.github.io
Mathijs Michiel de Weerdt,TU Delft,nl,0000-0002-0470-6241,91/3015,orcid,5,3,AAAI;AAMAS;ICAPS;ICML;NeurIPS,2025,http://www.alg.ewi.tudelft.nl/weerdt
Mathijs de Weerdt,TU Delft,nl,0000-0002-0470-6241,91/3015,orcid,5,3,AAAI;AAMAS;ICAPS;ICML;NeurIPS,2025,http://www.alg.ewi.tudelft.nl/weerdt
Matthijs T. J. Spaan,TU Delft,nl,,27/6431,name,14,6,AAAI;AAMAS;ECAI;ICAPS;ICLR;ICML;IJCAI;NeurIPS;RSS,2025,http://www.st.ewi.tudelft.nl/~mtjspaan
Megha Khosla,TU Delft,nl,,71/9649,name,4,1,TMLR;WWW,2025,https://www.tudelft.nl/en/ewi/over-de-faculteit/afdelingen/intelligent-systems/multimedia-computing/people/megha-khosla
Michael Weinmann,TU Delft,nl,0000-0003-3634-0093,79/9941,orcid,7,0,AAAI;ECCV;ICLR;RSS;TPAMI,2024,https://graphics.tudelft.nl/michael-weinmann
Mitchell Olsthoorn,TU Delft,nl,0000-0003-0551-6690,246/3262,orcid,0,0,,,https://se.ewi.tudelft.nl/people.html
Myrthe L. Tielman,TU Delft,nl,,142/3134,name,0,5,AAMAS;CHI,2024,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/interactive-intelligence/people/current-group-members/myrthe-tielman
Myrthe Tielman,TU Delft,nl,,142/3134,name,0,5,AAMAS;CHI,2024,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/interactive-intelligence/people/current-group-members/myrthe-tielman
Nava Tintarev,TU Delft,nl,0000-0002-5007-5161,71/6178,orcid,1,10,CHI;ECAI;EMNLP;RecSys;SIGIR,2025,http://navatintarev.com
Neil Yorke-Smith,TU Delft,nl,,95/5096,name,5,6,AAAI;AAMAS;ICAPS;IJCAI;NeurIPS,2025,http://www.alg.ewi.tudelft.nl/yorkesmith
Nergis Tomen,TU Delft,nl,0000-0003-3916-1859,159/9895,orcid,5,0,CVPR;ECCV;ICCV;ICML,2025,https://www.tudelft.nl/en/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/computer-vision-lab/people/nergis-toemen
Nergis Tömen,TU Delft,nl,,159/9895,name,5,0,CVPR;ECCV;ICCV;ICML,2025,https://www.tudelft.nl/en/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/computer-vision-lab/people/nergis-toemen
Nezihe Merve Gürel,TU Delft,nl,,215/5003,name,6,2,AISTATS;ICLR;ICML;KDD,2025,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/pattern-recognition-bioinformatics/people/merve-guerel
Nitinder Mohan,TU Delft,nl,0000-0001-6198-016X,164/5721,orcid,0,3,WWW,2026,https://www.nitindermohan.com
Odette Scharenborg,TU Delft,nl,,87/1365,name,13,11,ICASSP;Interspeech,2025,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/multimedia-computing/people/odette-scharenborg
Otto Visser,TU Delft,nl,,242/4596,name,0,0,,,https://www.tudelft.nl/en/eemcs/the-faculty/departments/software-technology/computer-science-engineering-teaching-team/people/otto-visser
Otto W. Visser,TU Delft,nl,,27/9153,name,0,0,,,https://www.tudelft.nl/en/eemcs/the-faculty/departments/software-technology/computer-science-engineering-teaching-team/people/otto-visser
Pablo Cesar,TU Delft,nl,,438/9619,name,0,0,,,https://www.pablocesar.me
Peter A. N. Bosman,TU Delft,nl,,27/3131,name,2,1,ECAI;ICML;TMLR,2025,http://homepages.cwi.nl/~bosman
Petr Kellnhofer,TU Delft,nl,0000-0001-7881-2285,35/11357,name,5,0,CVPR;NeurIPS,2023,http://graphics.tudelft.nl/petr-kellnhofer
Philip Zimmerman,TU Delft,nl,,,,0,0,,,https://www.tudelft.nl/staff/p.r.zimmermann
Pradeep K. Murukannaiah,TU Delft,nl,0000-0002-1261-6908,45/11250,orcid,6,7,AAMAS;ACL;EACL;ECAI;EMNLP;IJCAI;NAACL,2025,https://ii.tudelft.nl/~pradeep
Przemyslaw Pawelczak,TU Delft,nl,0000-0002-1302-1148,29/1584,orcid,0,1,CHI,2026,http://www.pawelczak.net
Przemysław Pawełczak,TU Delft,nl,,,,0,0,,,http://www.pawelczak.net
Qing Wang 0007,TU Delft,nl,0000-0003-0950-1111,97/6505-7,orcid,2,0,AAAI;ICLR,2026,https://www.st.ewi.tudelft.nl/qing
Qun Song 0001,TU Delft,nl,0000-0002-3611-9404,29/4368-1,orcid,2,2,AAAI;ECAI;IJCAI,2024,https://song-qun.github.io
R. Venkatesha Prasad,TU Delft,nl,0000-0001-7443-7641,01/6745,orcid,0,0,,,http://homepage.tudelft.nl/w5p50
Rafael Bidarra,TU Delft,nl,0000-0003-4281-6019,04/584,orcid,0,0,,,https://graphics.tudelft.nl/rafael-bidarra
Ranga Rao Venkatesha Prasad,TU Delft,nl,,01/6745,name,0,0,,,http://homepage.tudelft.nl/w5p50
Rangarao Venkatesha Prasad,TU Delft,nl,,01/6745,name,0,0,,,http://homepage.tudelft.nl/w5p50
Reginald L. Lagendijk,TU Delft,nl,,l/InaldLagendijk,name,0,0,,,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/people/profdrir-rl-inald-lagendijk
Ricardo Guerra Marroquim,TU Delft,nl,,41/5501,name,0,1,CHI,2026,http://graphics.tudelft.nl/~marroquim
Ricardo Marroquim,TU Delft,nl,0000-0001-8299-7067,41/5501,orcid,0,1,CHI,2026,http://graphics.tudelft.nl/~marroquim
Rihan Hai,TU Delft,nl,,,,0,0,,,https://www.wis.ewi.tudelft.nl/hai
Rini van Solingen,TU Delft,nl,,60/6308,name,0,0,,,https://rinivansolingen.nl
Roeland C. H. J. van Ham,TU Delft,nl,,62/3839,name,0,0,,,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/the-delft-bioinformatics-lab/people/roeland-van-ham
Sebastian Proksch 0001,TU Delft,nl,0000-0003-1856-9361,145/7686-1,orcid,0,0,,,https://proks.ch
Sebastijan Dumancic,TU Delft,nl,0000-0003-0915-8034,182/1967,orcid,5,0,AAAI;IJCAI,2024,https://sebdumancic.github.io
Sebastijan Dumančić,TU Delft,nl,,,,0,0,,,https://sebdumancic.github.io
Seyran Khademi,TU Delft,nl,0000-0003-4623-3689,49/11067,name,1,0,ECCV,2024,https://www.tudelft.nl/en/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/computer-vision-lab/people/seyran-khademi
Sicco Verwer,TU Delft,nl,,81/5891,name,3,0,AAAI;ICML;IJCAI,2023,https://www.tudelft.nl/staff/s.e.verwer
Soham Chakraborty 0001,TU Delft,nl,0000-0002-4454-2050,89/6242,orcid,0,0,,,https://www.st.ewi.tudelft.nl/sschakraborty
Soham Sundar Chakraborty,TU Delft,nl,,89/6242,name,0,0,,,https://www.st.ewi.tudelft.nl/sschakraborty
Stephanie Tan,TU Delft,nl,,69/4503,name,3,0,ICCV;NeurIPS,2022,https://www.tudelft.nl/en/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/socially-perceptive-computing-lab/people/stephanie-tan-1
Stephanie Wehner,TU Delft,nl,,89/5916,name,0,0,,,https://www.tudelft.nl/staff/s.d.c.wehner
Stjepan Picek,TU Delft,nl,0000-0001-7509-4337,50/10230,orcid,2,3,ACL;ICASSP;NeurIPS,2025,https://www.tudelft.nl/en/staff/s.picek
Thomas Abeel,TU Delft,nl,0000-0002-7205-7431,88/5744,orcid,0,0,,,http://www.abeel.be
Thomas Durieux,TU Delft,nl,0000-0002-1996-6134,163/2121,orcid,0,0,,,https://durieux.me
Thomas Höllt,TU Delft,nl,0000-0001-8125-1650,48/5522,orcid,0,0,,,http://graphics.tudelft.nl/thomas-hollt
Tom J. Viering,TU Delft,nl,,202/1733,name,1,0,TPAMI,2023,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/pattern-recognition-bioinformatics/people/tom-viering
Tom Julian Viering,TU Delft,nl,,202/1733,name,1,0,TPAMI,2023,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/pattern-recognition-bioinformatics/people/tom-viering
Ujwal Gadiraju,TU Delft,nl,0000-0002-6189-6539,130/0365,orcid,0,20,CHI;SIGIR;WWW,2026,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/software-technology/web-information-systems/people/ujwal-gadiraju
Ujwal Kumar Gadiraju,TU Delft,nl,,130/0365,name,0,20,CHI;SIGIR;WWW,2026,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/software-technology/web-information-systems/people/ujwal-gadiraju
Wendelin Boehmer,TU Delft,nl,,08/9988,name,11,0,ICLR;ICML;IJCAI;NeurIPS,2025,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/software-technology/algorithmics/people/wendelin-boehmer
Wendelin Böhmer,TU Delft,nl,,08/9988,name,11,0,ICLR;ICML;IJCAI;NeurIPS,2025,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/software-technology/algorithmics/people/wendelin-boehmer
Willem-Paul Brinkman,TU Delft,nl,,22/1365,name,0,1,AAMAS,2023,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/interactive-intelligence/people/current-group-members/willem-paul-brinkman
Xucong Zhang,TU Delft,nl,0000-0002-8368-3542,119/8485,orcid,6,0,CVPR;ICCV;ICRA;IROS,2025,https://www.ccmitss.com/zhang
Yiyu Chen 0001,TU Delft,nl,,93/2896,name,4,3,ACL;ICLR;ICML;NeurIPS;WWW,2026,https://www.lydiaychen.com
Zekeriya Erkin,TU Delft,nl,0000-0001-8932-4703,37/7227,orcid,0,0,,,https://www.tudelft.nl/staff/z.erkin
Zeki Erkin,TU Delft,nl,,37/7227,name,0,0,,,https://www.tudelft.nl/staff/z.erkin
Alexander Nolte,TU Eindhoven,nl,0000-0003-1255-824X,21/5490,name,1,2,CHI;IJCAI,2025,https://research.tue.nl/nl/persons/alexander-nolte
Alexander Serebrenik,TU Eindhoven,nl,0000-0002-1418-0095,s/AlexanderSerebrenik,orcid,0,0,,,http://www.win.tue.nl/~aserebre
Andrei C. Jalba,TU Eindhoven,nl,,j/AndreiJalba,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20080992
Andrei Jalba,TU Eindhoven,nl,,219/9670,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20080992
Anton Wijs,TU Eindhoven,nl,0000-0002-2071-9624,77/6678,orcid,0,0,,,https://www.win.tue.nl/~awijs
Bart M. P. Jansen,TU Eindhoven,nl,0000-0001-8204-1268,58/8776,orcid,0,0,,,https://www.win.tue.nl/~bjansen
Bas Luttik,TU Eindhoven,nl,,l/BasLuttik,name,0,0,,,http://www.win.tue.nl/~luttik
Bettina Speckmann,TU Eindhoven,nl,0000-0002-8514-7858,s/BettinaSpeckmann,orcid,1,0,EMNLP,2022,http://www.win.tue.nl/~speckman
Boris Skoric,TU Eindhoven,nl,,s/BorisSkoric,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20088020
Boudewijn F. van Dongen,TU Eindhoven,nl,,68/5409,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19981149
Boudewijn Frans van Dongen,TU Eindhoven,nl,,68/5409,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19981149
Clemens Dubslaff,TU Eindhoven,nl,0000-0001-5718-8276,28/11061,orcid,2,1,IJCAI;KR,2023,http://clemensdubslaff.de
Cornelis Huizing,TU Eindhoven,nl,,h/CornelisHuizing,name,0,0,,,https://www.win.tue.nl/~keesh
Dirk Fahland,TU Eindhoven,nl,0000-0002-1993-9363,67/5970,orcid,0,0,,,https://www.win.tue.nl/~dfahland
Erik P. de Vink,TU Eindhoven,nl,,64/918,name,0,0,,,http://www.win.tue.nl/~evink
George Fletcher 0001,TU Eindhoven,nl,0000-0003-2111-6769,f/GeorgeHLFletcher,orcid,0,1,WWW,2021,http://www.win.tue.nl/~gfletche
George H. L. Fletcher,TU Eindhoven,nl,0000-0003-2111-6769,f/GeorgeHLFletcher,orcid,0,1,WWW,2021,http://www.win.tue.nl/~gfletche
H. M. M. van de Wetering,TU Eindhoven,nl,,,,0,0,,,http://www.win.tue.nl/~wstahw
Hans Zantema,TU Eindhoven,nl,,z/HZantema,name,0,0,,,http://www.win.tue.nl/~hzantema
Herman J. Haverkort,TU Eindhoven,nl,,h/HermanJHaverkort,name,0,0,,,http://www.win.tue.nl/~hermanh
Huub M. M. van de Wetering,TU Eindhoven,nl,,w/HuubvandeWetering,name,0,1,MICCAI,2023,http://www.win.tue.nl/~wstahw
Huub van de Wetering,TU Eindhoven,nl,0000-0002-0517-1322,w/HuubvandeWetering,orcid,0,1,MICCAI,2023,http://www.win.tue.nl/~wstahw
Ignaz Rutter,TU Eindhoven,nl,0000-0002-3794-4406,99/44,orcid,1,0,AAAI,2023,http://i11www.iti.uni-karlsruhe.de/members/ignaz_rutter
Ion Barosan,TU Eindhoven,nl,,10/6459,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19920355
J. I. den Hartog,TU Eindhoven,nl,,d/JerrydenHartog,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20012328
Jack van Wijk,TU Eindhoven,nl,,22/4877,name,0,0,,,http://www.win.tue.nl/~vanwijk
Jacob Krüger,TU Eindhoven,nl,0000-0002-0283-248X,186/2756,orcid,0,0,,,https://research.tue.nl/en/persons/jacob-kr%C3%BCger
Jan Friso Groote,TU Eindhoven,nl,0000-0003-2196-6587,g/JanFrisoGroote,orcid,0,0,,,http://www.win.tue.nl/~jfg
Jarke J. van Wijk,TU Eindhoven,nl,0000-0002-5128-976X,22/4877,orcid,0,0,,,http://www.win.tue.nl/~vanwijk
Jeroen J. A. Keiren,TU Eindhoven,nl,,58/1928,name,0,0,,,https://www.jeroenkeiren.nl
Jeroen Keiren,TU Eindhoven,nl,,58/1928,name,0,0,,,https://www.jeroenkeiren.nl
Jerry den Hartog,TU Eindhoven,nl,,d/JerrydenHartog,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20012328
Joaquin Vaschoren,TU Eindhoven,nl,,,,0,0,,,http://www.win.tue.nl/~jvanscho
Johan J. Lukkien,TU Eindhoven,nl,,l/JJLukkien,name,0,0,,,http://www.win.tue.nl/~johanl
Johan Lukkien,TU Eindhoven,nl,,l/JJLukkien,name,0,0,,,http://www.win.tue.nl/~johanl
Joos C. A. M. Buijs,TU Eindhoven,nl,,84/9961,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20020361
Kees Huizing,TU Eindhoven,nl,,h/CornelisHuizing,name,0,0,,,https://www.win.tue.nl/~keesh
Kevin Verbeek,TU Eindhoven,nl,0000-0003-3052-4844,79/4748,orcid,1,0,EMNLP,2022,http://www.win.tue.nl/~kverbeek
Lina Ochoa,TU Eindhoven,nl,,169/7054,name,0,0,,,https://research.tue.nl/en/persons/lina-ochoa-venegas
Loek Cleophas,TU Eindhoven,nl,,c/LoekCleophas,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19971941
Loek G. Cleophas,TU Eindhoven,nl,,c/LoekCleophas,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19971941
Luca Allodi,TU Eindhoven,nl,0000-0003-1600-0868,37/9766,orcid,0,2,CHI,2026,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20179507/ep-tab/2
M. G. J. van den Brand,TU Eindhoven,nl,,v/MarkvandenBrand,name,1,0,IROS,2025,http://www.win.tue.nl/~mvdbrand
Mark G. J. van den Brand,TU Eindhoven,nl,0000-0003-3529-6182,v/MarkvandenBrand,orcid,1,0,IROS,2025,http://www.win.tue.nl/~mvdbrand
Mark de Berg,TU Eindhoven,nl,0000-0001-5770-3784,b/MarkdeBerg,orcid,0,1,MICCAI,2021,https://www.win.tue.nl/~mdberg
Mark van den Brand,TU Eindhoven,nl,0000-0003-3529-6182,v/MarkvandenBrand,orcid,1,0,IROS,2025,http://www.win.tue.nl/~mvdbrand
Marwan Hassani,TU Eindhoven,nl,,09/7444,name,0,0,,,http://dme.rwth-aachen.de/en/team/hassani
Matthias Volk 0001,TU Eindhoven,nl,0000-0002-3810-4185,116/2813-1,orcid,0,0,,,https://volkm.github.io
Michel Chaudron,TU Eindhoven,nl,,c/MRVChaudron,name,0,0,,,https://research.tue.nl/en/persons/michel-rv-chaudron
Michel Westenberg,TU Eindhoven,nl,,,,0,0,,,http://www.win.tue.nl/~mwestenb
Mike Holenderski,TU Eindhoven,nl,,79/6621,name,2,0,ACL;ICML,2025,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20000748
Mykola Pechenizkiy,TU Eindhoven,nl,0000-0003-4955-0743,37/4649,orcid,36,16,AAAI;AAMAS;ACL;AISTATS;EACL;ECAI;EMNLP;ICLR;ICML;IJCAI;Interspeech;NAACL;NeurIPS;TMLR;UAI;WWW,2026,http://www.win.tue.nl/~mpechen
Natalia Sidorova,TU Eindhoven,nl,0000-0002-9223-938X,06/5070,name,0,0,,,http://www.win.tue.nl/~sidorova
Nicola Zannone,TU Eindhoven,nl,0000-0002-9081-5996,93/4627,orcid,0,1,CHI,2023,http://security1.win.tue.nl/~zannone
Nikolay Yakovets,TU Eindhoven,nl,0000-0002-1488-1414,92/9686,orcid,0,0,,,https://www.tue.nl/staff/n.yakovets
Paul De Bra,TU Eindhoven,nl,,82/5181,name,0,0,,,http://wwwis.win.tue.nl/~debra
Pieter J. L. Cuijpers,TU Eindhoven,nl,0000-0002-5487-4972,67/2571,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19940165
Reinder J. Bril,TU Eindhoven,nl,0000-0001-6234-5117,35/2125,orcid,0,0,,,http://www.win.tue.nl/~rbril
Renata Medeiros de Carvalho,TU Eindhoven,nl,,42/8744,name,0,0,,,https://studiegids.tue.nl/opleidingen/graduate-school/special-masters-tracks/eit-digital-embedded-systems/coaching-and-professional-skills/mentoring
Rudolf H. Mak,TU Eindhoven,nl,,10/2655,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19820121
Ruurd Kuiper 0001,TU Eindhoven,nl,,k/RuurdKuiper,name,0,0,,,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19860157/ep-tab/3
S. P. Luttik,TU Eindhoven,nl,,l/BasLuttik,name,0,0,,,http://www.win.tue.nl/~luttik
Sandro Etalle,TU Eindhoven,nl,,e/SandroEtalle,name,0,0,,,http://www.win.tue.nl/~setalle
Tanir Ozcelebi,TU Eindhoven,nl,0000-0001-7092-5998,o/TanirOzcelebi,orcid,1,2,ACL;ICASSP,2025,http://www.win.tue.nl/~tozceleb
Tanir Özçelebi,TU Eindhoven,nl,,o/TanirOzcelebi,name,1,2,ACL;ICASSP,2025,http://www.win.tue.nl/~tozceleb
Thiago D. Simão,TU Eindhoven,nl,0000-0002-3568-9464,229/5739,orcid,14,4,AAAI;AAMAS;ECAI;ICAPS;ICLR;ICML;IJCAI;NeurIPS;UAI,2025,https://tdsimao.github.io
Thomas Neele,TU Eindhoven,nl,0000-0001-6117-9129,169/6342,orcid,0,0,,,https://tneele.com
Thomas van Dijk,TU Eindhoven,nl,,421/0002,name,0,0,,,https://tvd.win.tue.nl/about
Tim A. C. Willemse,TU Eindhoven,nl,0000-0003-3049-7962,10/4357,orcid,0,0,,,http://www.win.tue.nl/~timw
Tim Ophelders,TU Eindhoven,nl,,166/1257,name,0,0,,,https://tophelde.win.tue.nl
Tom Verhoeff,TU Eindhoven,nl,,50/682,name,0,0,,,http://www.win.tue.nl/~wstomv
Ulrike Schmidt-Kraepelin,TU Eindhoven,nl,0000-0002-9213-7746,230/7808,orcid,12,1,AAAI;AAMAS;IJCAI;NeurIPS,2026,https://sites.google.com/view/schmidt-kraepelin
Valentina Castiglioni,TU Eindhoven,nl,0000-0002-8112-6523,134/4804,orcid,0,0,,,https://sites.google.com/view/valentinacastiglioni/home
Vlado Menkovski,TU Eindhoven,nl,0000-0001-5262-0605,06/726,name,7,1,AAAI;ACL;EMNLP;ICML;NeurIPS;UAI,2025,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20093057
Willibrordus Martinus Pancratius van der Aalst,TU Eindhoven,nl,,a/WilMPvanderAalst,name,2,1,ECAI;EMNLP;IJCAI,2024,http://www.vdaalst.com
