name,affiliation,country,homepage,scholarid,orcid
Torsten Mütze,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/torsten_mutze,9232pxwAAAAJ,
Victor Sanchez,University of Warwick,gb,https://www.dcs.warwick.ac.uk/~vsanchez/Victor_Sanchez/Victor_Sanchez.html,49PNoKwAAAAJ,
Weiren Yu,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/weiren_yu,KEC9U80AAAAJ,0000-0002-1082-9475
Yulia Timofeeva,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/y_timofeeva,ICL9ZiwAAAAJ,
Adrian G. Bors,University of York,gb,https://www-users.cs.york.ac.uk/~adrian,cvdyalUAAAAJ,0000-0001-7838-0021
Alan Burns 0001,University of York,gb,https://www-users.cs.york.ac.uk/~burns,Io7KbYcAAAAJ,0000-0001-5621-8816
Ana Cavalcanti 0001,University of York,gb,https://www-users.cs.york.ac.uk/~alcc,fu6TM4wAAAAJ,0000-0002-0831-1976
Anders Drachen,University of York,gb,https://www.cs.york.ac.uk/people/?group=Academic%20and%20Teaching%20Staff&username=adrachen,rOcL0NgAAAAJ,0000-0002-1002-0414
Anders Tychsen,University of York,gb,https://www.cs.york.ac.uk/people/?group=Academic%20and%20Teaching%20Staff&username=adrachen,rOcL0NgAAAAJ,
Andrew J. Wellings,University of York,gb,https://www-users.cs.york.ac.uk/~andy,yPa4QrkAAAAJ,
Andy J. Wellings,University of York,gb,https://www-users.cs.york.ac.uk/~andy,yPa4QrkAAAAJ,
Angus M. Marshall,University of York,gb,https://www-users.york.ac.uk/~amm616,RV4F9n8AAAAJ,
Chris Bailey,University of York,gb,https://www-users.cs.york.ac.uk/~chrisb,QQ_dWtcAAAAJ,
Chris Bailey 0002,University of York,gb,https://www-users.cs.york.ac.uk/~chrisb,QQ_dWtcAAAAJ,
Chris Crispin-Bailey,University of York,gb,https://www-users.cs.york.ac.uk/~chrisb,QQ_dWtcAAAAJ,
Christopher Bailey 0002,University of York,gb,https://www-users.cs.york.ac.uk/~chrisb,QQ_dWtcAAAAJ,
Christopher Crispin-Bailey,University of York,gb,https://www-users.cs.york.ac.uk/~chrisb,QQ_dWtcAAAAJ,
Christopher Power,University of York,gb,https://www-users.cs.york.ac.uk/~cpower,1ZA0JtcAAAAJ,0000-0001-9486-8043
Daniel W. Franks,University of York,gb,https://danfranks.weebly.com,Zpo8koYAAAAJ,
Delaram Kahrobaei,University of York,gb,https://www-users.cs.york.ac.uk/~delaram,ScTS9PkAAAAJ,0000-0001-5467-7832
Detlef Plump,University of York,gb,https://www-users.cs.york.ac.uk/~det,nh6AHbIAAAAJ,
Dimitar Kazakov,University of York,gb,https://www-users.cs.york.ac.uk/~kazakov,CLI_4LYAAAAJ,0000-0002-0637-8106
Dimitrios S. Kolovos,University of York,gb,https://www-users.cs.york.ac.uk/~dkolovos,aRd1i6UAAAAJ,0000-0002-1724-6563
Dimitris S. Kolovos,University of York,gb,https://www-users.cs.york.ac.uk/~dkolovos,aRd1i6UAAAAJ,0000-0002-1724-6563
Edwin R. Hancock,University of York,gb,https://www-users.cs.york.ac.uk/~erh,EjDU2ncAAAAJ,0000-0003-4496-2028
Edwin Robert Hancock,University of York,gb,https://www-users.cs.york.ac.uk/~erh,EjDU2ncAAAAJ,
Giuseppe Claudio Guarnera,University of York,gb,https://sites.google.com/view/giuseppe-claudio-guarnera,mC7W90kAAAAJ,0000-0002-7703-5194
Helen Petrie,University of York,gb,https://www-users.cs.york.ac.uk/~petrie,xhkqoGAAAAAJ,0000-0002-0100-9846
I. J. Bate,University of York,gb,https://www-users.cs.york.ac.uk/~ijb,dE_ooMIAAAAJ,
Iain Bate,University of York,gb,https://www-users.cs.york.ac.uk/~ijb,dE_ooMIAAAAJ,
Iain John Bate,University of York,gb,https://www-users.cs.york.ac.uk/~ijb,dE_ooMIAAAAJ,
Ian Gray,University of York,gb,https://www-users.cs.york.ac.uk/~iang,HloK4CAAAAAJ,0000-0003-1150-9905
Ibrahim Habli,University of York,gb,https://www-users.cs.york.ac.uk/~ihabli,U9j-FS8AAAAJ,0000-0003-2736-8238
Ioanna Iacovides,University of York,gb,https://www-users.york.ac.uk/~ii560,LuBaasYAAAAJ,0000-0001-9674-8440
J. C. P. Woodcock,University of York,gb,https://www-users.cs.york.ac.uk/~jim,bO-FeTIAAAAJ,
James Alfred Walker,University of York,gb,https://www.cs.york.ac.uk/people/?group=Research%20Fellows%20and%20Research%20Associates&username=jawalker,Yl5OycsAAAAJ,
James Austin,University of York,gb,https://www-users.cs.york.ac.uk/~austin,xpZL8d8AAAAJ,
Jim Austin,University of York,gb,https://www-users.cs.york.ac.uk/~austin,xpZL8d8AAAAJ,
Jim Woodcock,University of York,gb,https://www-users.cs.york.ac.uk/~jim,bO-FeTIAAAAJ,
Jo Iacovides,University of York,gb,https://www-users.york.ac.uk/~ii560,LuBaasYAAAAJ,0000-0001-9674-8440
John A. McDermid,University of York,gb,https://www-users.cs.york.ac.uk/~jam,REscLkoAAAAJ,0000-0003-4745-4272
Lilian Blot,University of York,gb,https://www-users.cs.york.ac.uk/~lblot,Enkx56UAAAAJ,
Neil C. Audsley,University of York,gb,https://www-users.cs.york.ac.uk/~neil,D65ZWSgAAAAJ,0000-0003-3739-6590
Nicholas Drivalos Matragkas,University of York,gb,https://www-users.cs.york.ac.uk/~nikos,Dvp7fNoAAAAJ,
Nicholas Matragkas,University of York,gb,https://www-users.cs.york.ac.uk/~nikos,Dvp7fNoAAAAJ,
Nick E. Pears,University of York,gb,https://www-users.cs.york.ac.uk/nep,U_hUs6wzw_AC,
Nick Pears,University of York,gb,https://www-users.cs.york.ac.uk/nep,U_hUs6wzw_AC,
Nikolaos Drivalos,University of York,gb,https://www-users.cs.york.ac.uk/~nikos,Dvp7fNoAAAAJ,
Nikolaos Drivalos Matragkas,University of York,gb,https://www-users.cs.york.ac.uk/~nikos,Dvp7fNoAAAAJ,
Nikolas Drivalos Matragkas,University of York,gb,https://www-users.cs.york.ac.uk/~nikos,Dvp7fNoAAAAJ,
Nikos Drivalos,University of York,gb,https://www-users.cs.york.ac.uk/~nikos,Dvp7fNoAAAAJ,
Patrik Huber 0001,University of York,gb,https://www.patrikhuber.ch,nb_I6yUAAAAJ,0000-0002-1474-1040
Paul Cairns,University of York,gb,https://www-users.cs.york.ac.uk/~pcairns,cNVmuG0AAAAJ,
Peter I. Cowling,University of York,gb,https://www-users.cs.york.ac.uk/~pic,xQ7IpL8AAAAJ,
Peter Nightingale,University of York,gb,https://www-users.cs.york.ac.uk/pwn503,Msh14AUAAAAJ,0000-0002-5052-8634
Peter William Nightingale,University of York,gb,https://www-users.cs.york.ac.uk/pwn503,Msh14AUAAAAJ,
Pourya Shamsolmoali,University of York,gb,https://www.cs.york.ac.uk/people/pshams,SGNlMswAAAAJ,0000-0002-0263-1661
Radu C. Calinescu,University of York,gb,https://www-users.cs.york.ac.uk/~raduc,NLiNqPwAAAAJ,
Radu Calinescu,University of York,gb,https://www-users.cs.york.ac.uk/~raduc,NLiNqPwAAAAJ,0000-0002-2678-9260
Richard C. Wilson 0001,University of York,gb,https://www-users.cs.york.ac.uk/wilson,o4Sq5yMAAAAJ,
Rob Alexander,University of York,gb,https://www-users.cs.york.ac.uk/~rda,DFdBpC0AAAAJ,
Robert Alexander,University of York,gb,https://www-users.cs.york.ac.uk/~rda,DFdBpC0AAAAJ,
Robert I. Davis 0001,University of York,gb,https://www-users.cs.york.ac.uk/~robdavis,xjVBcr4AAAAJ,
Robert Ian Davis,University of York,gb,https://www-users.cs.york.ac.uk/~robdavis,xjVBcr4AAAAJ,0000-0002-5772-0928
S. E. M. O'Keefe,University of York,gb,https://www-users.cs.york.ac.uk/~sok,QL1JHlUAAAAJ,
Samuel L. Braunstein,University of York,gb,https://www-users.cs.york.ac.uk/~schmuel,jh-mlXoAAAAJ,
Siamak F. Shahandashti,University of York,gb,https://www-users.cs.york.ac.uk/~siamak,CZTajNQAAAAJ,0000-0002-5284-6847
Siamak Fayyaz Shahandashti,University of York,gb,https://www-users.cs.york.ac.uk/~siamak,CZTajNQAAAAJ,
Simon E. M. O'Keefe,University of York,gb,https://www-users.cs.york.ac.uk/~sok,QL1JHlUAAAAJ,
Simon O'Keefe,University of York,gb,https://www-users.cs.york.ac.uk/~sok,QL1JHlUAAAAJ,0000-0001-5957-2474
Siyuan Ji,University of York,gb,https://www.cs.york.ac.uk/people/?group=Academic%20and%20Teaching%20Staff&username=ji,oZdrNNwAAAAJ,0000-0001-6139-3539
Stefano Pirandola,University of York,gb,https://www-users.cs.york.ac.uk/~pirs,bV8llfkAAAAJ,
Steve King 0001,University of York,gb,https://www-users.cs.york.ac.uk/~king,Q75-BIgAAAAJ,
Steven A. Wright,University of York,gb,https://www-users.cs.york.ac.uk/~saw,uh1UaD4AAAAJ,
Suresh Manandhar,University of York,gb,https://www-users.cs.york.ac.uk/~suresh,5iH8GVIAAAAJ,
Susan Stepney,University of York,gb,https://www-users.cs.york.ac.uk/~susan,rD32w_EAAAAJ,
Tangming Yuan,University of York,gb,https://www-users.cs.york.ac.uk/~tommy,1fzy4fsAAAAJ,
Vassilios G. Vassilakis,University of York,gb,https://www-users.cs.york.ac.uk/~vv,-OzxgUwAAAAJ,
William A. P. Smith,University of York,gb,https://www-users.york.ac.uk/~waps101,o2z0h6MAAAAJ,0000-0002-6047-0413
William Smith 0002,University of York,gb,https://www-users.cs.york.ac.uk/wsmith,o2z0h6MAAAAJ,0000-0002-6047-0413
Xiaotian Dai 0001,University of York,gb,https://www.xiaotiandai.com,G7dzNUkAAAAJ,0000-0002-6669-5234
Antonis Dimakis,AUEB,gr,http://nes.aueb.gr/dimakis.html,DlAhQuIAAAAJ,
Dimitris Gritzalis,AUEB,gr,https://www-1.aueb.gr/en/faculty/gritzalis-dimitrios,5hIalXgAAAAJ,
Diomidis D. Spinellis,AUEB,gr,https://www.dmst.aueb.gr/dds,RjXNgA8AAAAJ,
Diomidis Spinellis,AUEB,gr,https://www.dmst.aueb.gr/dds,RjXNgA8AAAAJ,0000-0003-4231-1897
E. J. Yannakoudakis,AUEB,gr,http://www.aueb.gr/Users/yannakoudakis/english,37tD5JsAAAAJ,
Emmanouel A. Giakoumakis,AUEB,gr,https://www-1.aueb.gr/en/content/new-rector-athens-university-economics-and-business,NOSCHOLARPAGE,
Emmanuel J. Yannakoudakis,AUEB,gr,http://www.aueb.gr/Users/yannakoudakis/english,37tD5JsAAAAJ,
Eugénie Foustoucos,AUEB,gr,https://uregister-ldap.aueb.gr/en/content/applied-mathematics-informatics-finance-and-operational-research-sector,t1TycUYAAAAJ,
Evangelos Markakis 0001,AUEB,gr,http://pages.cs.aueb.gr/~markakis,NOSCHOLARPAGE,0000-0003-1855-141X
George C. Polyzos,AUEB,gr,http://niovi.aueb.gr/~gcp,y-Mxxa0AAAAJ,0000-0003-0030-4808
George D. Stamoulis,AUEB,gr,http://nes.aueb.gr/users/gs.html,5uRFCLsAAAAJ,
George Xylomenos,AUEB,gr,http://pages.cs.aueb.gr/~xgeorge,f7tP8gcAAAAJ,0000-0003-2552-687X
Georgios Amanatidis,AUEB,gr,https://amanatidis.sites.aueb.gr,dKB5pmAAAAAJ,0000-0002-4341-5439
Georgios Papaioannou,AUEB,gr,http://www.aueb.gr/users/gepap,8YSbfqcAAAAJ,
Giannis F. Marias,AUEB,gr,http://www.scirp.org/journal/DetailedInforOfEditorialBoard.aspx?personID=953,EO_hUg4AAAAJ,
Ioannis Kontoyiannis,AUEB,gr,http://pages.cs.aueb.gr/~yiannisk,K7lsKjcAAAAJ,
Ioannis Milis,AUEB,gr,https://uregister-ldap.aueb.gr/en/faculty/milis-ioannis,CS8EIi0AAAAJ,
Ion Androutsopoulos,AUEB,gr,http://www.aueb.gr/users/ion,4UJm5EQAAAAJ,0009-0000-2969-0509
Iordanis Koutsopoulos,AUEB,gr,https://www.aueb.gr/en/faculty_page/koutsopoulos-iordanis,Bq_GqyIAAAAJ,0000-0001-7699-5276
Michalis K. Titsias,AUEB,gr,http://www.aueb.gr/users/mtitsias,B-SbkAwAAAAJ,
Michalis Vazirgiannis,AUEB,gr,http://www.db-net.aueb.gr/michalis,aWGJYcMAAAAJ,0000-0001-5923-4440
Nicos Malevris,AUEB,gr,http://www.cs.aueb.gr/en/content/malevris-nikolaos,NOSCHOLARPAGE,
Nikolaos Malevris,AUEB,gr,http://www.cs.aueb.gr/en/content/malevris-nikolaos,NOSCHOLARPAGE,
P. Katerinis,AUEB,gr,http://www.aueb.gr/pages_en/graduate/masters.php,NOSCHOLARPAGE,
P. Vassalos,AUEB,gr,http://pubs.dbs.uni-leipzig.de/aa/aff/Greece/Athens/Athens%20University%20of%20Economics%20and%20Business,NOSCHOLARPAGE,
Panos Constantopoulos,AUEB,gr,https://uregister-ldap.aueb.gr/en/faculty/constantopoulos-panos,EAagfCoAAAAJ,0000-0001-6149-441X
Stavros Toumpis,AUEB,gr,https://195.251.255.130/en/faculty/toumpis-stavros,LyiVPKEAAAAJ,
T. Z. Kalamboukis,AUEB,gr,https://uregister-ldap.aueb.gr/en/faculty/kalamboukis-theodore,NOSCHOLARPAGE,
Theodore K. Apostolopoulos,AUEB,gr,http://ieeexplore.ieee.org/document/4114886,WTg8mXoAAAAJ,
Theodore Kalamboukis,AUEB,gr,https://uregister-ldap.aueb.gr/en/faculty/kalamboukis-theodore,NOSCHOLARPAGE,
Vana Kalogeraki,AUEB,gr,http://www2.cs.aueb.gr/~vana,2lpWTDYAAAAJ,0000-0002-6421-9947
Vangelis Markakis,AUEB,gr,http://pages.cs.aueb.gr/~markakis,NOSCHOLARPAGE,
Vasilios A. Siris,AUEB,gr,http://www.aueb.gr/users/vsiris,Vj3O0cEAAAAJ,0000-0001-8521-3774
Vasilis Vassalos,AUEB,gr,https://www.aueb.gr/en/faculty_page/vassalos-vasilios,oaM-d7QAAAAJ,
Vassilios Vassalos,AUEB,gr,https://www.aueb.gr/en/faculty_page/vassalos-vasilios,oaM-d7QAAAAJ,
Yannis Kotidis,AUEB,gr,http://www.db-net.aueb.gr/kotidis,ykqoK38AAAAJ,
Alexandros Potamianos,NTUA,gr,http://cvsp.cs.ntua.gr/potam,pBQViyUAAAAJ,
Andreas Stafylopatis,NTUA,gr,http://www2.islab.ntua.gr/andreas,NOSCHOLARPAGE,
Andreas-Georgios Stafylopatis,NTUA,gr,http://www2.islab.ntua.gr/andreas,NOSCHOLARPAGE,
Antonios Symvonis,NTUA,gr,http://www.math.ntua.gr/~symvonis,EHH_0W8AAAAJ,
Aris Pagourtzis,NTUA,gr,http://users.softlab.ntua.gr/~pagour,xh1BcAwAAAAJ,0000-0002-6220-3722
Athanasios D. Panagopoulos,NTUA,gr,http://users.ntua.gr/thanpan,RGuFDFIAAAAJ,
Constantin Papaodysseus,NTUA,gr,https://www.ece.ntua.gr/en/staff/72,NOSCHOLARPAGE,
Costas S. Tzafestas,NTUA,gr,http://users.softlab.ntua.gr/~ktzaf,lxC7IaoAAAAJ,0000-0003-1545-9191
D. J. Soudris,NTUA,gr,https://microlab.ntua.gr/academics/dimitrios-soudris,lWuTmpEAAAAJ,
Demetrios-Dionysios Koutsouris,NTUA,gr,http://www2.biomed.ntua.gr/%CE%B4%CE%B9%CE%B5%CF%85%CE%B8%CF%85%CE%BD%CF%84%CE%AE%CF%82,tTm7CCAAAAAJ,
Dimitra I. Kaklamani,NTUA,gr,http://icbnet.ntua.gr/website/en/people/~dkaklamani,2tDrm6UAAAAJ,
Dimitra-Theodora I. Kaklamani,NTUA,gr,http://icbnet.ntua.gr/website/en/people/~dkaklamani,2tDrm6UAAAAJ,
Dimitrios Askounis,NTUA,gr,https://www.ece.ntua.gr/en/staff/75,GYIGP4MAAAAJ,
Dimitrios D. Koutsouris,NTUA,gr,http://www2.biomed.ntua.gr/%CE%B4%CE%B9%CE%B5%CF%85%CE%B8%CF%85%CE%BD%CF%84%CE%AE%CF%82,tTm7CCAAAAAJ,
Dimitrios Dionisios Koutsouris,NTUA,gr,http://www2.biomed.ntua.gr/%CE%B4%CE%B9%CE%B5%CF%85%CE%B8%CF%85%CE%BD%CF%84%CE%AE%CF%82,tTm7CCAAAAAJ,
Dimitrios Soudris,NTUA,gr,https://microlab.ntua.gr/academics/dimitrios-soudris,lWuTmpEAAAAJ,0000-0002-6930-6847
Dimitris A. Fotakis,NTUA,gr,https://www.softlab.ntua.gr/~fotakis,zFDLf0UAAAAJ,
Dimitris Askounis,NTUA,gr,https://www.ece.ntua.gr/en/staff/75,GYIGP4MAAAAJ,
Dimitris Fotakis 0001,NTUA,gr,https://www.softlab.ntua.gr/~fotakis,zFDLf0UAAAAJ,0000-0001-6864-8960
Dimitris Koutsouris,NTUA,gr,http://www2.biomed.ntua.gr/%CE%B4%CE%B9%CE%B5%CF%85%CE%B8%CF%85%CE%BD%CF%84%CE%AE%CF%82,tTm7CCAAAAAJ,
Dionisios N. Pnevmatikatos,NTUA,gr,http://www.cslab.ntua.gr/~pnevmati,TKtxe-UAAAAJ,0000-0003-3533-2761
Dionisis N. Pnevmatikatos,NTUA,gr,http://www.cslab.ntua.gr/~pnevmati,TKtxe-UAAAAJ,
Dionysios N. Pnevmatikatos,NTUA,gr,http://www.cslab.ntua.gr/~pnevmati,TKtxe-UAAAAJ,
Dora Varvarigou,NTUA,gr,https://www.ece.ntua.gr/en/staff/60,kueSeb4AAAAJ,
Efstathios D. Sykas,NTUA,gr,https://www.ece.ntua.gr/en/staff/36,NOSCHOLARPAGE,
Elias Koukoutsis,NTUA,gr,https://www.ece.ntua.gr/en/staff/63,NOSCHOLARPAGE,
Emmanouel A. Varvarigos,NTUA,gr,http://hscnl.ece.ntua.gr/index.php/members/director,vqtH65oAAAAJ,0000-0002-4942-1362
Emmanouel Manos Varvarigos,NTUA,gr,http://hscnl.ece.ntua.gr/index.php/members/director,vqtH65oAAAAJ,
Eystathios D. Sykas,NTUA,gr,https://www.ece.ntua.gr/en/staff/36,NOSCHOLARPAGE,
George I. Goumas,NTUA,gr,http://www.cslab.ntua.gr/~goumas,Cskc-awAAAAJ,
George K. Matsopoulos,NTUA,gr,https://www.ece.ntua.gr/en/staff/175,zKzcMW0AAAAJ,
Georgios I. Goumas,NTUA,gr,http://www.cslab.ntua.gr/~goumas,Cskc-awAAAAJ,0000-0001-7811-4831
Georgios Zervakis 0001,NTUA,gr,https://giozerv.github.io,hZtfPegAAAAJ,0000-0001-8110-7122
Giorgos B. Stamou,NTUA,gr,http://www.image.ntua.gr/~gstam,R3y5dxMAAAAJ,
Giorgos Stamou,NTUA,gr,http://www.image.ntua.gr/~gstam,R3y5dxMAAAAJ,
Gregoris Mentzas,NTUA,gr,http://imu.ntua.gr/users/gmentzas,WdybrQYAAAAJ,
Gregory Mentzas,NTUA,gr,http://imu.ntua.gr/users/gmentzas,WdybrQYAAAAJ,
Haris Ch. Doukas,NTUA,gr,https://www.ece.ntua.gr/en/staff/187,4TieQ1IAAAAJ,
Haris E. Psillakis,NTUA,gr,http://users.ntua.gr/hpsilakis,iwioPgUAAAAJ,
Hercules Avramopoulos,NTUA,gr,https://www.photonics.ntua.gr/people/prof-hercules-avramopoulos,hf2txgMAAAAJ,
Iakovos S. Venieris,NTUA,gr,http://www.icbnet.ntua.gr/website/el/people/~ivenieris,Q0ylKvEAAAAJ,0000-0003-3011-3746
Ioanna Roussaki,NTUA,gr,http://people.cn.ntua.gr/ioanna/index.html,MIaDIWQAAAAJ,
Ioannis Psarras,NTUA,gr,https://www.ece.ntua.gr/en/staff/65,AMoT_2wAAAAJ,
John E. Psarras,NTUA,gr,https://www.ece.ntua.gr/en/staff/65,AMoT_2wAAAAJ,
Konstantina S. Nikita,NTUA,gr,http://www.biosim.ntua.gr/gr/people/knikita,4t9gJcUAAAAJ,0000-0001-8255-4354
Konstantinos Karantzalos,NTUA,gr,http://users.ntua.gr/karank,U6t7QpsAAAAJ,
Manos Varvarigos,NTUA,gr,http://hscnl.ece.ntua.gr/index.php/members/director,vqtH65oAAAAJ,
Miltiades E. Anagnostou,NTUA,gr,http://mcwt.cn.ntua.gr/?q=el/content/miltiades-anagnostou,pvThzK0AAAAJ,
Nectarios Koziris,NTUA,gr,http://www.cslab.ntua.gr/~nkoziris,wgwP96QAAAAJ,0000-0002-4890-8427
Nikolaos Papaspyrou,NTUA,gr,https://www.softlab.ntua.gr/~nickie,sB4E4lcAAAAJ,0000-0002-1934-7181
Nikolaos S. Papaspyrou,NTUA,gr,https://www.softlab.ntua.gr/~nickie,sB4E4lcAAAAJ,
Nikolas Mitrou,NTUA,gr,http://mcwt.cn.ntua.gr/content/nikolaos-mitrou,wiq0MZ0AAAAJ,
Panagiotis Frangos,NTUA,gr,https://www.ece.ntua.gr/gr/staff/48,i8miyV0AAAAJ,
Panagiotis Tsanakas,NTUA,gr,http://www.cslab.ntua.gr/~panag,UdV8-qIAAAAJ,
Panayiotis Frangos,NTUA,gr,https://www.ece.ntua.gr/gr/staff/48,i8miyV0AAAAJ,
Panayiotis Tsanakas,NTUA,gr,http://www.cslab.ntua.gr/~panag,UdV8-qIAAAAJ,
Panayotis G. Cottis,NTUA,gr,https://www.ece.ntua.gr/en/staff/19,NOSCHOLARPAGE,
Panayotis Tsanakas,NTUA,gr,http://www.cslab.ntua.gr/~panag,UdV8-qIAAAAJ,
Paul P. Sotiriadis,NTUA,gr,https://www.ece.ntua.gr/en/staff/184,UtDXmH8AAAAJ,0000-0001-6030-4645
Paul-Peter Sotiriadis,NTUA,gr,https://www.ece.ntua.gr/en/staff/184,UtDXmH8AAAAJ,0000-0001-6030-4645
Petros Maragos,NTUA,gr,http://cvsp.cs.ntua.gr/maragos,A2XydgGCY9gC,
Petros Stefaneas,NTUA,gr,http://www.math.ntua.gr/~petros/index.htm,ikmeLvwAAAAJ,
Stefanos D. Kollias,NTUA,gr,http://www.image.ece.ntua.gr/lab/stefanos,-h2va3cAAAAJ,0000-0003-2899-0598
Symeon Papavassiliou,NTUA,gr,http://www.netmode.ntua.gr/papavass,qVvp2dEAAAAJ,
Theodora A. Varvarigou,NTUA,gr,https://www.ece.ntua.gr/en/staff/60,kueSeb4AAAAJ,
Aggeliki Arapoyanni,University of Athens,gr,http://www.di.uoa.gr/eng/staff/1012,NOSCHOLARPAGE,
Alex Delis,University of Athens,gr,http://cgi.di.uoa.gr/~ad,NOSCHOLARPAGE,
Alexandros Eleftheriadis,University of Athens,gr,http://itmb.di.uoa.gr/education/didaskontesEng/edu_didakt7.html,NOSCHOLARPAGE,
Angela Arapoyanni,University of Athens,gr,http://www.di.uoa.gr/eng/staff/1012,NOSCHOLARPAGE,
Antonis M. Paschalis,University of Athens,gr,http://www.di.uoa.gr/eng/staff/999,q8LRbY4AAAAJ,0000-0002-6236-4227
Aphrodite Tsalgatidou,University of Athens,gr,http://cgi.di.uoa.gr/~afrodite,niAnft4AAAAJ,
Athanassia Alonistioti,University of Athens,gr,http://scan.di.uoa.gr/dr-spyridon-panagiotakis,jIQo9VwAAAAJ,
Christos Tzamos,University of Athens,gr,https://tzamos.com,wB01auEAAAAJ,0000-0002-7560-5069
Demetrios Achlioptas,University of Athens,gr,https://cgi.di.uoa.gr/~optas,yi9qu1cAAAAJ,
Dimitrios Gunopulos,University of Athens,gr,http://kddlab.di.uoa.gr/dg.html,PHJokEQAAAAJ,0000-0001-6339-1879
Dimitrios Mitropoulos,University of Athens,gr,https://dimitro.gr,ryow8hIAAAAJ,
Dimitris Achlioptas,University of Athens,gr,https://cgi.di.uoa.gr/~optas,yi9qu1cAAAAJ,
Dimitris Gizopoulos,University of Athens,gr,http://cgi.di.uoa.gr/~dgizop,8V03GF4AAAAJ,0000-0002-1613-9061
Dimitris Mitropoulos,University of Athens,gr,https://dimitro.gr,ryow8hIAAAAJ,0000-0002-5061-9018
Dimitris Syvridis,University of Athens,gr,http://www.photonics.di.uoa.gr/index.php/prof-dimitris-syvridis,NOSCHOLARPAGE,0000-0001-8026-576X
Dimitris Varoutas,University of Athens,gr,http://cgi.di.uoa.gr/~arkas,mc8en0AAAAAJ,0000-0002-9101-6221
Elias S. Manolakos,University of Athens,gr,http://gain.di.uoa.gr/index.php/the-group-members/faculty-members/manolakos,NOSCHOLARPAGE,0000-0001-6376-0419
Filippos Tzaferis,University of Athens,gr,http://www.di.uoa.gr/eng/staff/1028,NOSCHOLARPAGE,
Georgios Kouroupetroglou,University of Athens,gr,http://speech.di.uoa.gr/koupe/koupe.html,Kp5FaxoAAAAJ,0000-0003-4633-9475
Ilias Manolakos,University of Athens,gr,http://gain.di.uoa.gr/index.php/the-group-members/faculty-members/manolakos,NOSCHOLARPAGE,
Ioannis Stavrakakis,University of Athens,gr,http://cgi.di.uoa.gr/~istavrak,NOSCHOLARPAGE,
Ioannis Z. Emiris,University of Athens,gr,http://cgi.di.uoa.gr/~emiris/index-eng.html,ZK6y-cIAAAAJ,0000-0002-2339-5303
Isambo Karali,University of Athens,gr,http://cgi.di.uoa.gr/~izambo/ENG.html,SYqu73cAAAAJ,0000-0001-6675-8373
John Yiannis Cotronis,University of Athens,gr,http://www.di.uoa.gr/eng/staff/1022,9IbOFmMAAAAJ,
Lazaros F. Merakos,University of Athens,gr,http://cnl.di.uoa.gr/merakos,H5xlwE4AAAAJ,0000-0003-4822-2393
Manolis Koubarakis,University of Athens,gr,http://cgi.di.uoa.gr/~koubarak,FKy2868AAAAJ,0000-0002-1954-8338
Maria Roussou,University of Athens,gr,http://www.makebelieve.gr/mr,IaPXgqsAAAAJ,0000-0002-2826-162X
Mema Roussopoulos,University of Athens,gr,http://cgi.di.uoa.gr/~mema,qLsQy6wAAAAJ,
